stamp_s,x_m,y_m,yaw_rad,ot_overlap
25.899999421,89632.14676599944,43147.787052223815,-1.0256025736560428,0
25.949999419,89632.37751003346,43147.418544772896,-1.0159152659296318,0
26.049999417,89632.83848754522,43146.6762920797,-0.9985625297905671,0
26.149999415,89633.33096590418,43145.943232535385,-0.9849516185727178,0
26.199999414,89633.57149897347,43145.57093609448,-0.9789859467380592,0
26.249999413,89633.82580948206,43145.206773185804,-0.9742318106570083,0
26.299999412,89634.07462630744,43144.83493980518,-0.9710339559804883,0
26.399999409,89634.57496628267,43144.09676673002,-0.9682608031635226,0
26.499999407,89635.09355361198,43143.35687902723,-0.9698709364902874,0
26.549999406,89635.34057932092,43142.98357551411,-0.9711811115077158,0
26.599999405,89635.6003926443,43142.60994576566,-0.9722990446677935,0
26.649999404,89635.85757429338,43142.23041731982,-0.9725242523867665,0
26.699999403,89636.11582285719,43141.85572914169,-0.9695246193781812,0
26.749999402,89636.37267201398,43141.47644768454,-0.9666517158486715,0
26.7999994,89636.64135097148,43141.09950531356,-0.9598926272934466,0
26.849999399,89636.89632317961,43140.718682510924,-0.9505609554084322,0
26.899999398,89637.17569909747,43140.344002858816,-0.9387830703811422,0
26.949999397,89637.44996442008,43139.969230346374,-0.9251572962191784,0
26.999999396,89637.72457024298,43139.59921385107,-0.9077940544277909,0
27.049999395,89638.01931960708,43139.232320276,-0.8865651207048768,0
27.149999393,89638.62229660797,43138.52138544164,-0.8213927899107143,0
27.199999392,89638.93937101666,43138.177599809285,-0.7820669970030808,0
27.299999389,89639.62796855193,43137.54181297495,-0.6718897113798916,0
27.399999387,89640.37403862043,43136.99505582253,-0.5341860553944943,0
27.449999386000002,89640.77568331183,43136.76910957736,-0.45005918676093015,0
27.499999385,89641.18271152531,43136.57379957715,-0.35985693293988896,0
27.549999384,89641.60626367378,43136.417550826,-0.26813396382226984,0
27.599999383,89642.04470835104,43136.304116957625,-0.17333122942045687,0
27.649999381,89642.48061827646,43136.233549885204,-0.07486623597839713,0
27.69999938,89642.91369719428,43136.194934074454,0.032983908567694044,0
27.749999379,89643.35366182179,43136.21824453001,0.14394167800378418,0
27.849999377,89644.19217752905,43136.39554988613,0.3506120023424486,0
27.899999376,89644.58385820314,43136.54669177012,0.4301216786475061,0
27.949999375,89644.9585979253,43136.729044627966,0.506761906091388,0
28.049999373,89645.66706576146,43137.17075657081,0.6511800937572241,0
28.199999369,89646.55081506452,43138.00428045588,0.9012747195919001,0
28.249999368,89646.79176562412,43138.32847237055,0.9907719981621842,0
28.299999367,89647.00064281783,43138.665940462015,1.0798824610427669,0
28.399999365,89647.32689442614,43139.39246478605,1.2541678381416541,0
28.449999364,89647.43900176423,43139.77213349701,1.3307299073020822,0
28.499999362,89647.51979805439,43140.1613993624,1.4066053034463815,0
28.549999361,89647.57036280107,43140.548623474315,1.4763798300006699,0
28.59999936,89647.60159611967,43140.937809575364,1.5314116587987243,0
28.699999358,89647.5858327818,43141.71319999132,1.6142734889832369,0
28.749999357,89647.57268949701,43142.0998457608,1.655169759493069,0
28.799999356,89647.52589044512,43142.48575784865,1.702733751921591,0
28.849999355,89647.46825723725,43142.867167308206,1.7485334351447808,0
28.899999354,89647.38282552105,43143.247839678625,1.7884405981717098,0
28.949999352,89647.2992969786,43143.62962588239,1.8272038648674138,0
29.099999349,89646.93254472573,43144.74247739632,1.9322994099349589,0
29.199999347,89646.62812511018,43145.47107069006,1.9927133528311585,0
29.249999346,89646.4556800972,43145.830698173806,2.0213774501394544,0
29.299999345,89646.27754191862,43146.183383849544,2.045142909335321,0
29.399999342,89645.88942614713,43146.8835327052,2.0916230024180726,0
29.49999934,89645.47304978417,43147.569001961005,2.129098549845086,0
29.599999338,89645.027477949,43148.24753307654,2.1591956127961334,0
29.699999336,89644.57453385637,43148.927103674956,2.1775257173776095,0
29.749999335,89644.32456503878,43149.25771555316,2.184597572780634,0
29.799999333,89644.09361319983,43149.59618908893,2.1890896454516433,0
29.849999332,89643.84924921129,43149.934664112974,2.1919727278968835,0
29.899999331,89643.60526238312,43150.26899705856,2.1928261337045516,0
29.94999933,89643.36469053717,43150.61009354551,2.193323393983544,0
30.049999328,89642.8726611003,43151.28997258164,2.190148158802334,0
30.199999324,89642.12947201476,43152.324264594135,2.181248135565482,0
30.249999323,89641.89143639915,43152.678767708225,2.1785004166287507,0
30.299999322,89641.6383629472,43153.0283162059,2.175726683230185,0
30.449999319,89640.90512282011,43154.09573592243,2.168491379233789,0
30.499999318,89640.6673268189,43154.45782862253,2.1670140428179376,0
30.549999317,89640.41399017863,43154.81501235427,2.165960845255858,0
30.599999316,89640.1759092442,43155.18108725757,2.165362437462569,0
30.649999314,89639.9340879069,43155.544606341464,2.165220728592078,0
30.749999312,89639.44159168383,43156.27094223247,2.1660423824818396,0
30.799999311,89639.18928329382,43156.63645378318,2.1666089548262026,0
30.84999931,89638.93853251987,43156.9994715317,2.167609052381414,0
30.899999309000002,89638.70053046104,43157.369231064855,2.1692611916544173,0
30.949999308,89638.44636499064,43157.72992510362,2.170664795195885,0
31.049999305,89637.94745776322,43158.46497257542,2.1738782019625003,0
31.149999303,89637.43961774875,43159.199145348786,2.1792267030994297,0
31.199999302,89637.17749698495,43159.55951142059,2.1829193317883866,0
